Tech #,Technology,Technology subcategory,Technology type,Unit,Region,Country,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,Indicator
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Croatia,1436647.8168,1438500.0167999999,1440528.3402622398,1442559.5237147612,1444593.5711902264,1446630.4867269841,1448670.2743690778,1433775.2309005503,1398553.0846557594,1342572.1829134026,1307350.0366686117,1292454.9932000842,1294277.3892765397,1296102.3549801596,1297929.893934187,1299760.0097669736,1301592.7061119876,1303427.98660782,1305265.8548981925,1307106.3146319645,1308949.3694631408,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Hungary,1575759.0833599998,1574643.6232911998,1579575.0520744305,1584521.9249806895,1589484.290377488,1594462.196783813,1599455.6928706025,1586268.0554951013,1555083.3937487537,1505519.5348925062,1474334.8731461586,1461147.2357706574,1465723.2194589262,1470313.5340963306,1474918.2245641719,1479537.3358843094,1484170.9132196016,1488819.0018743454,1493481.6472947218,1498158.8950692385,1502850.7909291764,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Ireland,619061.10836,622227.58036,628801.1142563894,635444.0943638614,642157.2543480984,648941.3356256067,655797.0874456002,652783.443584253,645657.1129334987,634330.7612350291,627204.4305842747,624190.7867229276,630785.0609464573,637449.0004926096,644183.3413418747,650988.8272500215,657866.2098302392,664816.2486361472,671839.7112456828,678937.3733458726,686110.0188185028,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Italy,7927184.079360001,7971774.919680001,8024820.1019706875,8078218.253505063,8131971.722984397,8186082.874738509,8240554.088829763,8201612.828006919,8109528.854800873,7963173.666213923,7871089.693007878,7832148.432185033,7884264.522453379,7936727.399671485,7989539.371402864,8042702.760565854,8096219.905535765,8150093.160247763,8204324.894300382,8258917.493059764,8313873.357764573,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Lithuania,1640458.124,1641700.3555108001,1648482.1367459828,1655291.9331768544,1662129.8605327727,1668996.0350211682,1675890.5733295183,1662509.3438998263,1630866.8971420457,1580575.4500926747,1548933.003334894,1535551.773905202,1541895.0607120576,1548264.5513162697,1554660.3539644019,1561082.5773501778,1567531.3306163307,1574006.723356455,1580508.8656168731,1587037.8678985017,1593593.8411587311,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Luxembourg,71277.7234,71277.7234,71355.1730739501,71432.70690395498,71510.32498145777,71588.02739800098,71665.81424522659,71073.67970398092,69673.46563596459,67448.0122063207,66047.79813830435,65455.66359705869,65526.787078028065,65597.98784107307,65669.26597016766,65740.62154937701,65812.05466285768,65883.56539485762,65955.1538297164,66026.82005186511,66098.56414582672,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Latvia,2600959.30872,2603910.44688,2610390.5786088565,2616886.836893553,2623399.261866885,2629927.8937615226,2636472.7729102615,2615646.1757996525,2566397.749585847,2488123.947368343,2438875.521154537,2418048.9240439283,2424066.517918326,2430099.087269719,2436146.6693663117,2442209.301569053,2448287.0213318686,2454379.866201895,2460487.8738197065,2466611.081919551,2472749.528329583,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Poland,6832918.752,6841565.28,6856896.65925071,6872262.394848267,6887662.5637823865,6903097.243215317,6918566.510482217,6843101.905796189,6664651.581151423,6381028.600870721,6202578.276225955,6127113.671539927,6140844.024107811,6154605.145254792,6168397.103930697,6182219.96923987,6196073.810441504,6209958.696950002,6223874.698335315,6237821.884323297,6251800.324796051,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Portugal,2949084.288,2949084.288,2950405.2093172492,2951726.72228701,2953048.827174289,2954371.5242442116,2955694.8137620217,2940247.817263261,2903720.4737297064,2845665.135050178,2809137.7915166235,2793690.7950178627,2794942.1141951266,2796193.993849479,2797446.434231963,2798699.4355937336,2799952.9981860584,2801207.122260317,2802461.8080680035,2803717.0558607224,2804972.865890192,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Romania,5196191.6017,5196191.6017,5217204.66380103,5238302.701363457,5259486.05802254,5280755.078803177,5302110.110125524,5256109.287868583,5147331.647015227,4974444.101149741,4865666.460296385,4819665.638039444,4839156.053543982,4858725.287025755,4878373.657219555,4898101.484149118,4917909.089132333,4937796.79478648,4957764.92503348,4977813.805105176,4997943.761548626,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Slovakia,1508364.88,1508364.88,1509284.3774397653,1510204.435404078,1511125.0542346332,1512046.2342733345,1512967.9758622935,1499892.616353467,1468973.4568494207,1419831.5783811754,1388912.418877129,1375837.0593683026,1376675.7680059788,1377514.9879194445,1378354.719420373,1379194.9628206275,1380035.7184322611,1380876.986567517,1381718.7675388295,1382561.061658822,1383403.8692403105,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Slovenia,1031112.39,1029415.8189000002,1029526.7511890207,1029637.6954323679,1029748.6516313296,1029859.6197871944,1029970.5999012507,1022891.4141018746,1006151.3409328017,979545.2282693427,962805.1551002698,955725.9693008937,955828.9605970293,955931.962991751,956034.9764862552,956138.0010817377,956241.0367793948,956344.083580423,956447.1414860187,956550.2104973787,956653.2906156996,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Sweden,16619000.8,16619000.8,16613842.516419426,16608685.833891157,16603530.751918249,16598377.270003911,16593225.387651512,16452004.917346686,16118062.417054914,15587305.371004786,15253362.870713014,15112142.400408188,15107451.822620181,15102762.700715756,15098075.03424303,15093388.822750255,15088704.06578583,15084020.762898292,15079338.913636314,15074658.517548718,15069979.574184457,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Netherlands,349603.5335,350489.79501510004,350990.32442441134,351491.568632536,351993.5286602679,352496.20552985865,352999.6002650198,349805.43970136595,342252.2431806524,330247.44513887167,322694.2486181581,319500.08805450425,319956.36151131615,320413.28656565543,320870.86414805916,321329.0951903932,321787.98062585434,322247.5213889718,322707.71841560956,323168.57264296815,323630.0850095864,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Austria,4439.032307692308,4443.119384615385,4446.652221215373,4450.187866863095,4453.726323792099,4457.267594237701,4460.811680437003,4439.018716609526,4387.485133598458,4305.579379561654,4254.045796550586,4232.252832723108,4235.61800399436,4238.985850998403,4242.35637586278,4245.729580716725,4249.105467691165,4252.484038918723,4255.865296533718,4259.249242672162,4262.635879471768,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Belgium,562.0446153846154,562.0446153846154,562.9134275398218,563.7835827104052,564.6550829724074,565.5279304050792,566.4021270908859,563.8274681447642,557.739200317794,548.0627109683362,541.974443141366,539.3997841952444,540.2335918258074,541.0686883615298,541.9050757948092,542.7427561211235,543.5817313390348,544.4220034501951,545.2635744593501,546.1064463743446,546.9506212061272,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Bulgaria,4671.6,4687.2,4719.927377919568,4752.883267800541,4786.069265179126,4819.486976732026,4853.13802035422,4843.168312285863,4819.593052747781,4782.123323374117,4758.548063836035,4748.578355767678,4781.734295012834,4815.121738557775,4848.742302832077,4882.597615551694,4916.689315797757,4951.019054095936,4985.588492496342,5020.399304654001,5055.45317590988,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Cyprus,713.124,713.0413333333333,713.2189620101975,713.3966349368761,713.5743521243929,713.7521135837736,713.9299193260468,710.2660793938359,701.6022372115347,687.8322160848289,679.1683739025277,675.5045339703167,675.6728116997775,675.8411313495994,676.0094929302261,676.1778964521023,676.346341925677,676.5148293614005,676.6833587697263,676.8519301611102,677.020543546011,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Czechia,4104.8713333333335,4107.6466666666665,4110.709841268693,4113.775300156443,4116.843045033367,4119.913077604184,4122.985399574884,4102.750816036253,4054.902317835763,3978.8535144021234,3931.0050162016328,3910.770432663003,3913.686791745418,3916.6053256295622,3919.5260359372387,3922.4489242914615,3925.3739923164544,3928.301241637651,3931.230673881699,3934.1622906764583,3937.096093651004,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Germany,2740.56,2740.56,2741.305080736132,2742.0503640386382,2742.7958499625915,2743.541538563078,2744.2874298952,2730.2320990921016,2696.9956121955247,2644.1706510393433,2610.9341641427663,2596.878833339668,2597.5848512311904,2598.2910610690046,2598.997462905296,2599.7040567922627,2600.4108427821184,2601.1178209270915,2601.8249912794213,2602.5323538913653,2603.2399088151924,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Denmark,955.2288000000001,956.6576,961.0544385245865,965.47148510377,969.9088326146183,974.3665743610661,978.8448040758774,975.7570753647584,968.4555570807017,956.8507680144975,949.5492497304408,946.4615210193218,950.8114979365141,955.1814675303866,959.5715216881217,963.9817527192183,968.4122533574345,972.8631167627361,977.3344365232562,981.8263066572629,986.3388216151363,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Spain,2847.7327333333337,2848.390533333333,2859.694124178569,2871.0425723439307,2882.4360558418034,2893.874753390999,2905.3588444195593,2895.358309169096,2871.710152930931,2834.1245639791387,2810.4764077409736,2800.4758724905105,2811.5893181589117,2822.7468665727915,2833.948692750072,2845.194972403218,2856.485881941993,2867.821598476228,2879.2022998185994,2890.628164487419,2902.0993717094307,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Estonia,7193.28,7193.28,7222.579122148043,7251.997583256706,7281.535869408386,7311.194468665355,7340.973871077818,7316.057419616886,7257.137759589541,7163.492821664394,7104.5731616370485,7079.656710176117,7108.493030563709,7137.446804862915,7166.518511478095,7195.708630762208,7225.017645024747,7254.446038539716,7283.994297553623,7313.662910293523,7343.452366975082,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Finland,10457.533333333333,10457.533333333333,10456.719807681475,10455.906345316434,10455.092946233284,10454.279610427106,10453.466337892974,10398.279739601387,10267.78059470893,10060.369616487616,9929.870471595159,9874.683873303571,9873.915689413656,9873.147565283272,9872.379500907773,9871.611496282509,9870.84355140283,9870.075666264092,9869.307840861644,9868.540075190838,9867.772369247035,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,France,3234.9375,3250.575,3270.0966106918863,3289.7354601135376,3309.4922523523346,3329.3676957241187,3349.36250279858,3340.9694957257375,3321.122643772748,3289.5787207717535,3269.731868818764,3261.3388617459213,3280.925115745083,3300.628996695009,3320.4512110145774,3340.3924693651247,3360.453486675925,3380.634982169823,3400.93767938902,3421.3623062210113,3441.909594924683,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Greece,3355.548,3355.548,3368.426053773704,3381.353531447468,3394.3306227022745,3407.357517947072,3420.4344083215674,3408.456557638207,3380.1326652401076,3335.1156175485976,3306.791725150498,3294.813874467138,3307.4588404308893,3320.1523357411575,3332.894546645774,3345.6856601073573,3358.5258638060595,3371.4153461423184,3384.354296239623,3397.3429039472885,3410.3813598432394,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Croatia,7239.343999999999,7248.677333333332,7258.89816206722,7269.133402442738,7279.383074780682,7289.647199430509,7299.925796770361,7266.293778801566,7186.764514056063,7060.363359384279,6980.834094638775,6947.202076669981,6956.997817236172,6966.807370058315,6976.630754612061,6986.467990400522,6996.319096954308,7006.18409383157,7016.063000618032,7025.95583692704,7035.8626223995925,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Hungary,1149.6855999999998,1148.8717519999998,1152.4697592838395,1156.0790347152265,1159.6996135834584,1163.3315312883503,1166.9748233405826,1162.5118345884928,1151.9582539395265,1135.1847456690812,1124.6311650201148,1120.168176268025,1123.67629042465,1127.1953912038166,1130.7255130131493,1134.26669036803,1137.8189578919346,1141.3823503167714,1144.9569024832222,1148.5426493410812,1152.139625949598,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Ireland,735.0988,738.8588,746.6644864075931,754.5526361225106,762.5241203297708,770.5798194180403,778.720623076868,778.4223769897424,777.7171177322,776.596202245535,775.8909429879926,775.5926969008669,783.78645918945,792.0667846196276,800.4345876891878,808.8907925571449,817.4363331458076,826.0721532439223,834.7992066109085,843.6184570821925,852.5308786756569,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Italy,4209.0972,4232.7736,4260.939002243473,4289.29182057826,4317.833302094356,4346.564702180047,4375.487284577125,4365.834082623076,4343.007261628934,4306.727075456224,4283.900254462083,4274.247052508033,4302.688424265281,4331.31904844933,4360.1401843693775,4389.153099714222,4418.359070608019,4447.759381666415,4477.355326053048,4507.1482055364295,4537.139330547198,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Lithuania,1716.78,1718.0800260000003,1725.1773277955178,1732.3039481862202,1739.4600082857426,1746.6456297080347,1753.860934569428,1747.9544928292305,1733.9875946997186,1711.7890737351038,1697.8221756055918,1691.9157338653943,1698.90495229184,1705.9230428265323,1712.9701247386927,1720.046317790236,1727.1517422378083,1734.2865188348303,1741.4507688335489,1748.644613987097,1755.8681765515646,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Luxembourg,940.22,940.22,941.2416338144346,942.2643777261347,943.2882329413206,944.3132006675243,945.3392821135889,940.8455001028227,930.2191029721358,913.3298626199461,902.7034654892592,898.209683478493,899.1856692957427,900.1627156095923,901.140823572367,902.1199943376444,903.1002290602548,904.0815288962841,905.0638950030743,906.0473285392244,907.0318306645928,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Latvia,6548.7168,6556.1472,6572.462929114523,6588.819261804351,6605.216299116169,6621.654142348123,6638.132893050459,6610.800780800088,6546.168834146443,6443.4449788228885,6378.813032169243,6351.480919918873,6367.287313369811,6383.133042855459,6399.018206268081,6414.942901743554,6430.907227661981,6446.911282648296,6462.955165572867,6479.038975552119,6495.162811949135,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Poland,1706.94,1709.1,1712.9299510718677,1716.7684847458142,1720.6156202547375,1724.471376874635,1728.3357739247,1721.0247515313263,1703.736456906174,1676.2590193878195,1658.9707247626673,1651.6597023692934,1655.3609345075242,1659.0704607994,1662.78829983143,1666.5144702317748,1670.2489906703374,1673.99187985886,1677.7431565510158,1681.5028395425036,1685.270947671141,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Portugal,3212.64,3212.64,3214.0789702857646,3215.5185850992334,3216.9588447290957,3218.399749464171,3219.8412995934077,3203.606070965801,3165.2148035453706,3104.1970065522205,3065.8057391317902,3049.5705105041834,3050.936440502241,3052.3029823126026,3053.670136209304,3055.0379024665044,3056.4062813584856,3057.775273159652,3059.1448781445315,3060.515096587774,3061.885928764154,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Romania,762.1955,762.1955,765.2777692083537,768.3725029136411,771.4797515214805,774.5995656413262,777.7319960872949,775.0818535184484,768.8150903950855,758.8549065887539,752.588143465391,749.9380008965445,752.970701572864,756.0156662941861,759.0729446555142,762.1425864524101,765.2246416818064,768.3191605428193,771.4261934375678,774.545790971993,777.6780039566839,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Slovakia,3851.8,3851.8,3854.1480527062445,3856.49753678263,3858.8484531017193,3861.200802536605,3863.554585960913,3844.3556355907604,3798.956087807443,3726.799564296864,3681.4000165135467,3662.201066143394,3664.433539564696,3666.6673738991435,3668.9025699763497,3671.13912862643,3673.3770506800083,3675.6163369682126,3677.8569883226796,3680.099005575551,3682.342389559478,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Slovenia,11604.65625,11585.562187500002,11586.81067514654,11588.05929733307,11589.308054074087,11590.55694538409,11591.80597127758,11531.57888482837,11389.160552764153,11162.805616918173,11020.387284853954,10960.160198404745,10961.341291250337,10962.522511373292,10963.70385878733,10964.885333506167,10966.066935543518,10967.248664913106,10968.430521628656,10969.612505703884,10970.794617152518,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Sweden,7088.266666666666,7088.266666666666,7086.066577142549,7083.867170492558,7081.668446504742,7079.47040496721,7077.273045668143,7039.169218235163,6949.065514599352,6805.857700265642,6715.753996629832,6677.6501691968515,6675.57752875119,6673.50553162141,6671.434177607838,6669.363466510862,6667.293398130929,6665.223972268549,6663.155188724293,6661.0870472988,6659.019547792761,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Netherlands,418.76666666666665,419.82826,420.42781066874613,421.02821754713466,421.6294818579063,422.2316048255477,422.8345876762946,420.8899754974689,416.29157236445883,408.9830241524414,404.3846210194313,402.4400088406056,403.0147275992489,403.5902671054428,404.166628531285,404.7438130505472,405.3218218386771,405.90065607280127,406.480316931727,407.06080559594545,407.64212324763326,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Austria,17702.141,17718.4396,17732.52797946833,17746.62756096351,17760.738353392542,17774.860365669538,17788.99360671567,17614.30953224967,17201.23601349976,16544.71077211337,16131.637253363464,15956.953178897462,15969.640955960105,15982.338821395197,15995.046783224254,16007.764849475177,16020.493028182244,16033.231327386131,16045.9797551339,16058.738319479007,16071.50702848132,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Belgium,7506.477,7506.477,7518.080560076656,7529.702057010572,7541.341518528651,7552.998972400666,7564.674446439311,7486.822710459443,7302.727562574331,7010.132888945509,6826.037741060397,6748.186005080529,6758.61739409543,6769.064908018079,6779.5285717744555,6790.00841032908,6800.5044486850575,6811.016711884145,6821.5452250068065,6832.090013172281,6842.65110153863,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Bulgaria,14430.053333333333,14478.240000000002,14579.331234018226,14681.128316095008,14783.636174664414,14886.85977257226,14990.804107316371,14813.099520250997,14392.883428420715,13725.006020161205,13304.789928330923,13127.085341265549,13218.742425014061,13311.039484871731,13403.980989335738,13497.5714381036,13591.815362291005,13686.717324651197,13782.281919795883,13878.51377441766,13975.417547514035,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Cyprus,1385.4159,1385.2552999999998,1385.6003866794883,1385.9455593249475,1386.2908179577923,1386.6361625994439,1386.981593271328,1370.0041179611208,1329.8576679351809,1266.0502423857233,1225.9037923597832,1208.926317049576,1209.2274776865338,1209.5287133468637,1209.8300240492556,1210.131409812403,1210.4328706550052,1210.7344065957652,1211.0360176533911,1211.337703846595,1211.6394651940955,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Czechia,9356.42955,9362.755500000001,9369.737540370053,9376.724787421806,9383.717245038013,9390.71491710432,9397.717807509272,9277.153284913858,8992.055678064857,8538.931072736312,8253.83346588731,8133.268943291896,8139.334124861847,8145.403829389016,8151.478060246285,8157.5568208090535,8163.640114455233,8169.727944565258,8175.820314522083,8181.917227711184,8188.018687520565,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Germany,29232.64,29232.64,29240.587527852073,29248.537216412144,29256.489066267644,29264.443078006167,29272.399252215473,28948.043782092456,28181.043952376607,26962.000064326265,26195.000234610416,25870.6447644874,25877.678260942623,25884.71366960656,25891.75099099909,25898.790225640227,25905.83137405013,25912.8744367491,25919.919414257576,25926.96630709614,25934.015115785514,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Denmark,5815.164800000001,5823.862933333334,5850.629652070729,5877.5193917720735,5904.532717846887,5931.670198303333,5958.932403760166,5910.527539449144,5796.065086665804,5614.14229076574,5499.6798379824,5451.274973671378,5476.329262491487,5501.4987018756965,5526.783821060836,5552.185151716132,5577.703227954385,5603.338586343197,5629.091765916259,5654.963308184688,5680.953757148403,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Spain,123566.83773333332,123595.38053333333,124085.85808392227,124578.28205214099,125072.6601621791,125569.00016887899,126067.3098578574,124854.17880665019,121985.50108912613,117426.12062664355,114557.44290911949,113344.31185791228,113794.10893134144,114245.69098545425,114699.06510379174,115154.23839800541,115611.21800796871,116070.01110188907,116530.62487642032,116993.06655677562,117457.3433968407,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Estonia,7114.031999999999,7114.031999999999,7143.008335209124,7172.102694627607,7201.315558982699,7230.647410959718,7260.098735210011,7195.156403408959,7041.58798227561,6797.5114676178355,6643.943046484486,6579.000714683434,6605.7978010684465,6632.704035311903,6659.71986198658,6686.845727476051,6714.082079982064,6741.429369531948,6768.88804798605,6796.458569045201,6824.141388258215,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Finland,58711.58,58711.58,58707.01263455457,58702.44562441942,58697.87896956688,58693.31266996933,58688.746725599136,58083.273496716414,56651.51758005367,54375.93259063555,52944.1766739728,52338.703445090076,52334.631846513206,52330.56056467928,52326.489599563654,52322.418951141706,52318.348619388766,52314.27860428023,52310.208905791456,52306.1395238978,52302.070458574664,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,France,118614.375,119187.75,119903.54239203583,120623.63353749638,121348.04925291894,122076.81550988434,122809.95843594795,121884.04176141974,119694.53673650106,116214.61064646342,114025.10562154475,113099.18894701653,113778.41595645079,114461.72212272638,115149.1319435743,115840.67006384877,116536.36127641075,117236.23052301699,117940.30289521409,118648.60363523808,119361.15813691948,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Greece,39486.216,39486.216,39637.75774905801,39789.881090986484,39942.588257845375,40095.881490260894,40249.76303745845,39920.40417559164,39141.57288018774,37903.72445610636,37124.893160702464,36795.53429883566,36936.74964408853,37078.50695113417,37220.80829993484,37363.655778435306,37507.05148259357,37650.99751641157,37795.49599196606,37940.54902943963,38086.15875715176,addressable_market
