Tech #,Technology,Technology subcategory,Technology type,Unit,Region,Country,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,Indicator
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Lithuania,1640458.124,1641700.3555108001,1648482.1367459828,1655291.9331768544,1662129.8605327727,1668996.0350211682,1675890.5733295183,1682813.5926273302,1689765.2105681323,1696745.5452914748,1703754.715424935,1710792.8400861362,1717860.0388847687,1724956.431924627,1732082.1398056452,1739237.2836259522,1746421.9849839262,1753636.3659802617,1760880.549220046,1768154.6578148408,1775458.8153847759,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Luxembourg,71277.7234,71277.7234,71355.1730739501,71432.70690395498,71510.32498145777,71588.02739800098,71665.81424522659,71743.68561487617,71821.64159879091,71899.68228891188,71977.80777727999,72056.01815603618,72134.31351742151,72212.6939537773,72291.15955754515,72369.71042126713,72448.34663758586,72527.06829924465,72605.87549908759,72684.7683300596,72763.74688520662,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Latvia,2600959.30872,2603910.44688,2610390.5786088565,2616886.836893553,2623399.261866885,2629927.8937615226,2636472.7729102615,2643033.939746269,2649611.4348033345,2656205.2987161214,2662815.5722204163,2669442.2961533815,2676085.5114538083,2682745.259162369,2689421.580421868,2696114.5164775015,2702824.1086771064,2709550.3984714206,2716293.427414336,2723053.2371631553,2729829.869478851,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Poland,6832918.752,6841565.28,6856896.65925071,6872262.394848267,6887662.5637823865,6903097.243215317,6918566.510482217,6934070.44309155,6949609.118725467,6965182.615240195,6980791.010666439,6996434.383209759,7012112.811250966,7027826.373346519,7043575.148228913,7059359.214807077,7075178.65216677,7091033.539570972,7106923.956460288,7122849.982453342,7138811.697347175,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Portugal,2949084.288,2949084.288,2950405.2093172492,2951726.72228701,2953048.827174289,2954371.5242442116,2955694.8137620217,2957018.6959930817,2958343.171202873,2959668.239656996,2960993.901621171,2962320.1573612364,2963647.007143149,2964974.4512329865,2966302.489896944,2967631.123401336,2968960.3520125984,2970290.175997284,2971620.5956220655,2972951.6111537362,2974283.2228592075,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Romania,5196191.6017,5196191.6017,5217204.66380103,5238302.701363457,5259486.05802254,5280755.078803177,5302110.110125524,5323551.499810638,5345079.597086142,5366694.752591912,5388397.318385789,5410187.647949314,5432066.096193484,5454033.019464534,5476088.775549737,5498233.723683238,5520468.2245519,5542792.640301181,5565207.334541031,5587712.672351815,5610309.02029026,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Slovakia,1508364.88,1508364.88,1509284.3774397653,1510204.435404078,1511125.0542346332,1512046.2342733345,1512967.9758622935,1513890.2793438307,1514813.145060475,1515736.5733549641,1516660.5645702453,1517585.1190494741,1518510.2371360157,1519435.9191734442,1520362.1655055434,1521288.976476307,1522216.3524299378,1523144.2937108488,1524072.8006636626,1525001.8736332124,1525931.5129645413,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Slovenia,1031112.39,1029415.8189000002,1029526.7511890207,1029637.6954323679,1029748.6516313296,1029859.6197871944,1029970.5999012507,1030081.5919747871,1030192.5960090924,1030303.6120054559,1030414.6399651663,1030525.6798895127,1030636.7317797847,1030747.7956372716,1030858.8714632629,1030969.9592590488,1031081.059025919,1031192.1707651633,1031303.2944780721,1031414.4301659354,1031525.5778300441,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Sweden,16619000.8,16619000.8,16613842.516419426,16608685.833891157,16603530.751918249,16598377.270003911,16593225.387651512,16588075.104364572,16582926.419646766,16577779.333001923,16572633.843934026,16567489.951947208,16562347.656545766,16557206.957234137,16552067.853516923,16546930.344898878,16541794.430884903,16536660.11098006,16531527.38468956,16526396.251518773,16521266.710973216,addressable_market
1,Field Survey Technologies,Sensors,Hardware,Units,EU Europe,Netherlands,349603.5335,350489.79501510004,350990.32442441134,351491.568632536,351993.5286602679,352496.20552985865,352999.6002650198,353503.7138909249,354008.5474342111,354514.1019229824,355020.37838681025,355527.3778567371,356035.1013652773,356543.5499464201,357052.7246356311,357562.6264698547,358073.25648751616,358584.6157285239,359096.70523427107,359609.5260476382,360123.07921299525,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Austria,4439.032307692308,4443.119384615385,4446.652221215373,4450.187866863095,4453.726323792099,4457.267594237701,4460.811680437003,4464.35858462888,4467.908309053989,4471.4608559547705,4475.016227575446,4478.57442616202,4482.135453962286,4485.699313225823,4489.2660062039995,4492.835535149972,4496.407902318692,4499.983109966904,4503.561160353141,4507.142055737737,4510.725798382824,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Belgium,562.0446153846154,562.0446153846154,562.9134275398218,563.7835827104052,564.6550829724074,565.5279304050792,566.4021270908859,567.2776751155112,568.1545765678636,569.0328335400801,569.9124481275321,570.79342242883,571.6757585458279,572.5594585836293,573.4445246505917,574.3309588583317,575.21876332173,576.1079401589366,576.9984914913756,577.8904194437508,578.7837261440498,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Bulgaria,4671.6,4687.2,4719.927377919568,4752.883267800541,4786.069265179126,4819.486976732026,4853.13802035422,4887.024025237298,4921.146631948331,4955.507492509302,4990.108270477089,5024.950641023997,5060.036291018871,5095.3669191087565,5130.94423580114,5166.769963546765,5202.845836823023,5239.173602217921,5275.755018514647,5312.59185677672,5349.685900433735,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Cyprus,713.124,713.0413333333333,713.2189620101975,713.3966349368761,713.5743521243929,713.7521135837736,713.9299193260468,714.1077693622444,714.2856637034002,714.4636023605515,714.6415853447379,714.8196126670019,714.9976843383888,715.1758003699465,715.3539607727259,715.5321655577803,715.7104147361662,715.8887083189423,716.0670463171706,716.2454287419156,716.4238556042444,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Czechia,4104.8713333333335,4107.6466666666665,4110.709841268693,4113.775300156443,4116.843045033367,4119.913077604184,4122.985399574884,4126.060012652729,4129.136918546256,4132.216118965274,4135.297615620869,4138.3814102254,4141.467504492506,4144.555900137102,4147.646598875385,4150.739602424826,4153.834912504183,4156.932530833493,4160.032459134073,4163.134699128528,4166.239252540745,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Germany,2740.56,2740.56,2741.305080736132,2742.0503640386382,2742.7958499625915,2743.541538563078,2744.2874298952,2745.0335240140753,2745.779820974835,2746.5263208326264,2747.273023642611,2748.019929459966,2748.7670383398836,2749.514350337571,2750.2618655082497,2751.0095839071564,2751.7575055895436,2752.5056306106785,2753.2539590258425,2754.0024908903333,2754.7512262594623,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Denmark,955.2288000000001,956.6576,961.0544385245865,965.47148510377,969.9088326146183,974.3665743610661,978.8448040758774,983.3436159226156,987.8631044976238,992.403364832014,996.9644923936647,1001.5465830892296,1006.1497332661525,1010.7740397146948,1015.41959966997,1020.0865108139876,1024.7748712777084,1029.4847796431068,1034.2163349452446,1038.9696366743522,1043.744784777922,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Spain,2847.7327333333337,2848.390533333333,2859.694124178569,2871.0425723439307,2882.4360558418034,2893.874753390999,2905.3588444195593,2916.8885090675712,2928.463928189993,2940.085283359487,2951.7527568692744,2963.4665317359895,2975.226791702552,2987.0337212410495,2998.8875055556323,3010.7883305854157,3022.736383007399,3034.731850239394,3046.7749204429624,3058.865782526369,3071.0046261475454,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Estonia,7193.28,7193.28,7222.579122148043,7251.997583256706,7281.535869408386,7311.194468665355,7340.973871077818,7370.874568692023,7400.897055558378,7431.041827739623,7461.3093833190205,7491.700222408587,7522.214847157364,7552.853761759699,7583.617472463594,7614.506487579056,7645.521317486505,7676.662474645202,7707.930473601718,7739.3258309984385,7770.849065582097,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Finland,10457.533333333333,10457.533333333333,10456.719807681475,10455.906345316434,10455.092946233284,10454.279610427106,10453.466337892974,10452.653128625969,10451.839982621164,10451.026899873643,10450.213880378482,10449.400924130763,10448.58803112556,10447.77520135796,10446.962434823039,10446.149731515881,10445.337091431566,10444.524514565175,10443.71200091179,10442.899550466496,10442.087163224374,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,France,3234.9375,3250.575,3270.0966106918863,3289.7354601135376,3309.4922523523346,3329.3676957241187,3349.36250279858,3369.4773904248113,3389.713079757002,3410.0702962802975,3430.5497698368067,3451.1522346517686,3471.8784293598756,3492.7290970317554,3513.7049852006107,3534.8068458890198,3556.035435635899,3577.391515523622,3598.875851205312,3620.489212932286,3642.232375581675,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Greece,3355.548,3355.548,3368.426053773704,3381.353531447468,3394.3306227022745,3407.357517947072,3420.4344083215674,3433.5614856990305,3446.7389426891114,3459.9669726406632,3473.245769644582,3486.5755285366536,3499.9564449004115,3513.388715070008,3526.872536133094,3540.4081059337113,3553.995623075195,3567.635286923088,3581.3272976080666,3595.071856028877,3608.869163855279,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Croatia,7239.343999999999,7248.677333333332,7258.89816206722,7269.133402442738,7279.383074780682,7289.647199430509,7299.925796770361,7310.21888720712,7320.52649117644,7330.848629142786,7341.185321599487,7351.536589068763,7361.902452101768,7372.28293127864,7382.67804720853,7393.087820529652,7403.512271909321,7413.951422043988,7424.405291659292,7434.873901510095,7445.357272380522,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Hungary,1149.6855999999998,1148.8717519999998,1152.4697592838395,1156.0790347152265,1159.6996135834584,1163.3315312883503,1166.9748233405826,1170.629525362046,1174.295673086192,1177.9733023583801,1181.6624491362304,1185.3631494899735,1189.075439602804,1192.7993557712343,1196.534934405449,1200.2822120296614,1204.0412252824704,1207.8120109172185,1211.5946058023515,1215.389046921779,1219.195371375236,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Ireland,735.0988,738.8588,746.6644864075931,754.5526361225106,762.5241203297708,770.5798194180403,778.720623076868,786.9474303949424,795.26114995939,803.6626999561213,812.1530082712379,820.73301259351,829.4036605179364,838.1659096503997,847.0207277134263,855.9690926530634,865.0119927468862,874.1504267131453,883.3854038210671,892.7179440023201,902.1490779636581,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Italy,4209.0972,4232.7736,4260.939002243473,4289.29182057826,4317.833302094356,4346.564702180047,4375.487284577125,4404.602321436481,4433.911093374058,4463.414889527169,4493.115007611216,4523.0127539767545,4553.109443666965,4583.406400475482,4613.904957004632,4644.606454724044,4675.512244029649,4706.623684303085,4737.94214397148,4769.46900056765,4801.205640790686,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Lithuania,1716.78,1718.0800260000003,1725.1773277955178,1732.3039481862202,1739.4600082857426,1746.6456297080347,1753.860934569428,1761.1060454907094,1768.381085599207,1775.6861785308809,1783.0214484324263,1790.38701996338,1797.7830182982432,1805.2095691286058,1812.666798665283,1820.154833640461,1827.67380130985,1835.223829454847,1842.8050463847076,1850.417580938727,1858.061562488428,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Luxembourg,940.22,940.22,941.2416338144346,942.2643777261347,943.2882329413206,944.3132006675243,945.3392821135889,946.3664784896717,947.3947910072446,948.4242208790962,949.4547693193324,950.4864375433789,951.5192267679814,952.5531382112084,953.5881730924516,954.6243326324277,955.6616180531796,956.7000305780783,957.7395714318246,958.780241840449,959.8220430313149,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Latvia,6548.7168,6556.1472,6572.462929114523,6588.819261804351,6605.216299116169,6621.654142348123,6638.132893050459,6654.652653026138,6671.2135243314715,6687.81560927675,6704.459010426872,6721.143830601982,6737.870172878107,6754.638140587788,6771.44783732072,6788.299366924395,6805.192833504742,6822.128341426767,6839.1059953152035,6856.125900055153,6873.188160792734,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Poland,1706.94,1709.1,1712.9299510718677,1716.7684847458142,1720.6156202547375,1724.471376874635,1728.3357739247,1732.2088307674187,1736.0905668086666,1739.9810014978061,1743.8801543277843,1747.788044835231,1751.7046926005544,1755.6301172480423,1759.5643384459577,1763.5073759066397,1767.4592493866003,1771.4199786866243,1775.3895836518684,1779.368084171961,1783.3555001811014,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Portugal,3212.64,3212.64,3214.0789702857646,3215.5185850992334,3216.9588447290957,3218.399749464171,3219.8412995934077,3221.283495405884,3222.726337190806,3224.1698252375118,3225.613959835467,3227.0587412742684,3228.5041698436416,3229.950245833442,3231.396969533655,3232.8443412343963,3234.2923612259106,3235.741029798574,3237.1903472428903,3238.640313849496,3240.0909299091572,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Romania,762.1955,762.1955,765.2777692083537,768.3725029136411,771.4797515214805,774.5995656413262,777.7319960872949,780.8770938789918,784.0349102423419,787.2054966104251,790.3889046243127,793.5851861339095,796.7943931987978,800.0165780890857,803.2517932862582,806.5000914840318,809.761525589213,813.0361487225601,816.3240142196483,819.6251756317388,822.9396867266496,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Slovakia,3851.8,3851.8,3854.1480527062445,3856.49753678263,3858.8484531017193,3861.200802536605,3863.554585960913,3865.9098042488013,3868.266458274961,3870.624548914617,3872.984077043527,3875.3450435379827,3877.70744927481,3880.071295131369,3882.436581985555,3884.8033107157994,3887.1714822010667,3889.54109732086,3891.9121569552162,3894.28466198471,3896.6586132904526,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Slovenia,11604.65625,11585.562187500002,11586.81067514654,11588.05929733307,11589.308054074087,11590.55694538409,11591.80597127758,11593.05513176906,11594.30442687304,11595.55385660402,11596.80342097651,11598.05312000502,11599.30295370406,11600.55292208814,11601.803025171776,11603.053262969484,11604.303635495784,11605.554142765192,11606.804784792224,11608.055561591409,11609.306473177265,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Sweden,7088.266666666666,7088.266666666666,7086.066577142549,7083.867170492558,7081.668446504742,7079.47040496721,7077.273045668143,7075.076368395782,7072.880372938438,7070.685059084485,7068.490426622366,7066.296475340584,7064.103205027714,7061.910615472391,7059.718706463321,7057.527477789272,7055.336929239077,7053.147060601638,7050.957871665919,7048.769362220952,7046.581532055831,addressable_market
1,Field Survey Technologies,GIS software,Software,Units,EU Europe,Netherlands,418.76666666666665,419.82826,420.42781066874613,421.02821754713466,421.6294818579063,422.2316048255477,422.8345876762946,423.43843163813335,424.0431379408044,424.64870781580424,425.255142496388,425.862443217572,426.47061121613626,427.0796477306272,427.68955400135974,428.30033127042026,428.9119807816689,429.524503780742,430.137901515055,430.7521752338046,431.3673261879716,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Austria,17702.141,17718.4396,17732.52797946833,17746.62756096351,17760.738353392542,17774.860365669538,17788.99360671567,17803.138085459224,17817.293810835574,17831.4607917872,17845.639037263703,17859.828556221786,17874.02935762528,17888.24145044514,17902.464843659465,17916.699546253472,17930.945567219547,17945.202915557205,17959.471600273133,17973.751630381168,17988.043014902316,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Belgium,7506.477,7506.477,7518.080560076656,7529.702057010572,7541.341518528651,7552.998972400666,7564.674446439311,7576.367968500274,7588.079566482305,7599.809268327277,7611.557102020257,7623.323095589571,7635.107277106871,7646.9096746872065,7658.730316489081,7670.569230714528,7682.4264456091805,7694.301989462325,7706.195890606986,7718.10817741998,7730.038878321992,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Bulgaria,14430.053333333333,14478.240000000002,14579.331234018226,14681.128316095008,14783.636174664414,14886.85977257226,14990.804107316371,15095.474211288543,15200.875152018178,15307.012032417624,15413.889991029231,15521.514202274127,15629.889876702739,15739.022261247048,15848.916639474633,15959.578331844456,16071.012695964451,16183.225126850914,16296.221057189689,16410.005957599205,16524.585336895318,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Cyprus,1385.4159,1385.2552999999998,1385.6003866794883,1385.9455593249475,1386.2908179577923,1386.6361625994439,1386.981593271328,1387.327109994876,1387.672712791525,1388.0184016827163,1388.364176689898,1388.7100378345222,1389.0559851380472,1389.4020186219361,1389.7481383076586,1390.0943442166874,1390.4406363705034,1390.7870147905903,1391.1334794984386,1391.4800305155438,1391.826667863407,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Czechia,9356.42955,9362.755500000001,9369.737540370053,9376.724787421806,9383.717245038013,9390.71491710432,9397.717807509272,9404.72592014432,9411.739258903803,9418.75782768498,9425.781630388,9432.810670915938,9439.844953174766,9446.884481073374,9453.929258523569,9460.979289440069,9468.034577740515,9475.095127345472,9482.160942178425,9489.232026165786,9496.308383236894,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Germany,29232.64,29232.64,29240.587527852073,29248.537216412144,29256.489066267644,29264.443078006167,29272.399252215473,29280.357589483472,29288.318090398243,29296.280755548018,29304.245585521185,29312.212580906307,29320.181742292094,29328.153070267424,29336.126565421328,29344.102228343,29352.080059621796,29360.060059847237,29368.04222960899,29376.026569496888,29384.01308010094,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Denmark,5815.164800000001,5823.862933333334,5850.629652070729,5877.5193917720735,5904.532717846887,5931.670198303333,5958.932403760166,5986.31990745873,6013.833285275008,6041.473115731734,6069.239980010555,6097.134461964258,6125.157148129033,6153.308627736827,6181.589492727712,6210.000337762346,6238.5417602344705,6267.214360283476,6296.018740807015,6324.955507473688,6354.025268735771,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Spain,123566.83773333332,123595.38053333333,124085.85808392227,124578.28205214099,125072.6601621791,125569.00016887899,126067.3098578574,126567.59704562767,127069.86957972228,127574.13533881602,128080.40223284939,128588.67820315293,129098.97122257159,129611.28929558987,130125.64045845742,130642.03277931499,131160.47435832108,131680.97332777892,132203.5378522642,132728.17612875288,133254.89638675,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Estonia,7114.031999999999,7114.031999999999,7143.008335209124,7172.102694627607,7201.315558982699,7230.647410959718,7260.098735210011,7289.670018358975,7319.3617490140905,7349.174417773,7379.108517231606,7409.1645419922215,7439.342988671731,7469.644355909803,7500.069144377129,7530.617856783692,7561.290997887075,7592.089074500804,7623.012595502715,7654.062071843371,7685.238016554496,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Finland,58711.58,58711.58,58707.01263455457,58702.44562441942,58697.87896956688,58693.31266996933,58688.746725599136,58684.181136428655,58679.61590243026,58675.05102357632,58670.4864998392,58665.92233119129,58661.35851760494,58656.79505905256,58652.2319555065,58647.669206939165,58643.106813322935,58638.5447746302,58633.983090833346,58629.42176190477,58624.86078781685,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,France,118614.375,119187.75,119903.54239203583,120623.63353749638,121348.04925291894,122076.81550988434,122809.95843594795,123547.50431557641,124289.47959109007,125035.9108636109,125786.82489401624,126542.24860389817,127302.20907652877,128066.73355783103,128835.84945735573,129609.58434926406,130387.96597331628,131171.0222358661,131958.78121086143,132751.2711408505,133548.52043799477,addressable_market
2,Remote Sensing Technologies,Drones,Hardware,Units,EU Europe,Greece,39486.216,39486.216,39637.75774905801,39789.881090986484,39942.588257845375,40095.881490260894,40249.76303745845,40404.235157295574,40559.300116295126,40714.96018967851,40871.21766139904,41028.07482417551,41185.533979525775,41343.59743780056,41502.26751821734,41661.54654889437,41821.436866884855,41981.940818211224,42143.060757899584,42304.799050014226,42467.158067692355,addressable_market
