,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Total,1.1.1,Total,Total,EU Europe,Units,Slovenia,256370,255719,255070,254422,253776,253132,252489,251848,251209,250571,249935,249300,248667,248036,247406,246778,246151,245526,244903,244281,243661,,No Errors
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Total,1.1.1,Total,Total,EU Europe,Units,Spain,1223400,1253105,1283532,1314697,1346619,1379316,1412807,1447111,1482248,1518238,1555102,1592862,1631538,1671153,1711730,1753292,1795863,1839468,1884132,1929881,1976740,,No Errors
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Total,1.1.1,Total,Total,EU Europe,Units,Sweden,332986,332798,332609,332421,332232,332044,331856,331668,331480,331292,331104,330916,330729,330541,330354,330167,329980,329792,329606,329419,329232,,No Errors
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Total,1.1.1,Total,Total,EU Europe,Units,The Netherlands,230817,231512,232209,232909,233610,234314,235019,235727,236437,237149,237864,238580,239299,240019,240742,241467,242194,242924,243656,244389,245125,,No Errors
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Total,1.1.1,Total,Total,Non-EU Europe,Units,Non-EU Europe,1223507,1253212,1283639,1314804,1346726,1379423,1412914,1447218,1482355,1518345,1555209,1592969,1631645,1671260,1711837,1753399,1795970,1839575,1884239,1929988,1976847,,No Errors
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Total,1.1.1,Total,Total,North America,Units,North America,333093,332905,332716,332528,332339,332151,331963,331775,331587,331399,331211,331023,330836,330648,330461,330274,330087,329899,329713,329526,329339,,No Errors
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Total,1.1.1,Total,Total,Latin America,Units,Latin America,230924,231619,232316,233016,233717,234421,235126,235834,236544,237256,237971,238687,239406,240126,240849,241574,242301,243031,243763,244496,245232,,No Errors
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Total,1.1.1,Total,Total,Asia-Pacific,Units,Asia-Pacific,1223614,1253319,1283746,1314911,1346833,1379530,1413021,1447325,1482462,1518452,1555316,1593076,1631752,1671367,1711944,1753506,1796077,1839682,1884346,1930095,1976954,,No Errors
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Total,1.1.1,Total,Total,Africa & Middle East,Units,Africa & Middle East,333200,333012,332823,332635,332446,332258,332070,331882,331694,331506,331318,331130,330943,330755,330568,330381,330194,330006,329820,329633,329446,,No Errors
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Total,1.1.1,Total,Total,EU Europe,Units,Total EU Europe,17616178,17705106,17797837,17894460,17995066,18099754,18208624,18321780,18439334,18561400,18688097,18819550,18955889,19097249,19243772,19395603,19552897,19715813,19884517,20059182,20239988,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Total,1.1.1,Total,Total,Rest of the world,Units,Rest of the world,3344339,3404067,3465240,3527892,3592061,3657782,3725093,3794033,3864641,3936958,4011025,4086885,4164580,4244156,4325658,4409133,4494629,4582195,4671880,4763737,4857818,,
,ERROR CHECK,,,,,,,,,,No Errors,No Errors,No Errors,No Errors,No Errors,No Errors,No Errors,No Errors,No Errors,No Errors,No Errors,No Errors,No Errors,No Errors,No Errors,Error,No Errors,No Errors,No Errors,No Errors,No Errors,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Austria,355334,359676,364070,368518,373021,377578,382192,386861,391588,396372,401215,406117,411079,416101,421185,426331,431540,436813,442150,447552,453020,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Belgium,71015,71196,71379,71562,71745,71928,72113,72297,72482,72668,72854,73041,73228,73415,73603,73792,73980,74170,74360,74550,74741,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Bulgaria,54065,56802,59678,62699,65873,69208,72712,76393,80260,84324,88593,93078,97790,102741,107942,113407,119149,125181,131518,138176,145172,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Croatia,103692,102630,101579,100539,99510,98491,97483,96484,95497,94519,93551,92593,91645,90707,89778,88859,87949,87049,86157,85275,84402,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Cyprus,16504,17322,18182,19084,20030,21024,22067,23162,24310,25516,26782,28111,29505,30969,32505,34118,35810,37587,39451,41408,43462,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Czechia,72235,72429,72624,72819,73015,73211,73408,73605,73803,74002,74200,74400,74600,74801,75002,75203,75405,75608,75811,76015,76220,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Denmark,69383,69485,69587,69689,69791,69893,69996,70098,70201,70304,70407,70510,70614,70717,70821,70925,71029,71133,71237,71341,71446,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Estonia,16633,16551,16468,16387,16305,16224,16144,16063,15983,15904,15825,15746,15668,15590,15513,15436,15359,15283,15207,15131,15056,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Finland,110511,111112,111717,112325,112937,113552,114170,114792,115417,116045,116677,117312,117951,118593,119238,119888,120540,121196,121856,122520,123187,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,France,777898,779023,780149,781276,782406,783537,784669,785804,786939,788077,789216,790357,791499,792643,793789,794937,796086,797236,798389,799543,800698,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Germany,548817,547693,546572,545454,544337,543223,542111,541001,539894,538789,537686,536585,535487,534391,533297,532205,531116,530029,528944,527861,526781,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Greece,123802,120565,117413,114344,111354,108443,105608,102847,100158,97539,94989,92506,90087,87732,85438,83204,81029,78911,76848,74838,72882,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Hungary,274740,278434,282178,285971,289816,293713,297662,301664,305720,309830,313996,318217,322496,326831,331226,335679,340192,344766,349401,354099,358860,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Ireland,82267,80647,79059,77502,75976,74480,73013,71576,70166,68785,67430,66102,64801,63525,62274,61048,59846,58667,57512,56380,55270,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Italy,1037795,1026326,1014983,1003766,992672,981701,970852,960122,949511,939017,928639,918376,908226,898189,888262,878445,868737,859136,849641,840251,830964,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Latvia,60348,60645,60944,61245,61547,61850,62155,62461,62769,63079,63390,63702,64017,64332,64649,64968,65288,65610,65934,66259,66586,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Lithuania,83865,83793,83721,83649,83577,83505,83434,83362,83290,83219,83147,83076,83004,82933,82862,82791,82720,82648,82577,82507,82436,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Luxembourg,4715,4729,4742,4756,4769,4783,4796,4810,4824,4838,4851,4865,4879,4893,4907,4921,4935,4949,4963,4977,4992,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Malta,8136,7885,7642,7406,7177,6956,6741,6533,6332,6136,5947,5763,5586,5413,5246,5084,4927,4775,4628,4485,4347,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Poland,1887975,1900647,1913405,1926248,1939178,1952194,1965298,1978489,1991770,2005139,2018598,2032147,2045788,2059520,2073344,2087261,2101271,2115375,2129574,2143869,2158259,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Portugal,156897,161740,166732,171878,177183,182652,188289,194100,200091,206267,212633,219196,225961,232935,240125,247536,255176,263052,271171,279541,288168,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Romania,281456,292611,304207,316263,328796,341827,355374,369457,384099,399321,415146,431598,448703,466485,484972,504192,524173,544946,566543,588995,612337,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Slovakia,30959,30848,30737,30626,30516,30406,30297,30188,30080,29972,29864,29757,29650,29543,29437,29331,29226,29121,29016,28912,28808,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Slovenia,102548,102288,102028,101769,101510,101253,100996,100739,100483,100228,99974,99720,99467,99214,98962,98711,98461,98211,97961,97712,97464,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Spain,489360,501242,513413,525879,538648,551726,565123,578844,592899,607295,622041,637145,652615,668461,684692,701317,718345,735787,753653,771952,790696,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Sweden,133195,133119,133044,132968,132893,132818,132742,132667,132592,132517,132442,132366,132291,132216,132142,132067,131992,131917,131842,131768,131693,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,The Netherlands,92327,92605,92884,93163,93444,93725,94008,94291,94575,94860,95145,95432,95719,96008,96297,96587,96878,97170,97462,97756,98050,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,Non-EU Europe,Units,Non-EU Europe,489403,501285,513455,525922,538690,551769,565166,578887,592942,607338,622084,637187,652658,668504,684735,701360,718388,735830,753696,771995,790739,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,North America,Units,North America,133237,133162,133086,133011,132936,132860,132785,132710,132635,132559,132484,132409,132334,132259,132184,132109,132035,131960,131885,131810,131736,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,Latin America,Units,Latin America,92370,92648,92927,93206,93487,93768,94051,94334,94618,94903,95188,95475,95762,96051,96340,96630,96921,97212,97505,97799,98093,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,Asia-Pacific,Units,Asia-Pacific,489446,501328,513498,525964,538733,551812,565208,578930,592985,607381,622127,637230,652701,668547,684777,701402,718431,735873,753738,772038,790781,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,Africa & Middle East,Units,Africa & Middle East,133280,133205,133129,133054,132978,132903,132828,132753,132677,132602,132527,132452,132377,132302,132227,132152,132077,132003,131928,131853,131778,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,EU Europe,Units,Total EU Europe,7046471,7082042,7119135,7157784,7198027,7239902,7283449,7328712,7375734,7424560,7475239,7527820,7582356,7638900,7697509,7758241,7821159,7886325,7953807,8023673,8095995,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.1,Crop cultivation- grains,Total,Rest of the world,Units,Rest of the world,1337735,1361627,1386096,1411157,1436824,1463113,1490037,1517613,1545857,1574783,1604410,1634754,1665832,1697662,1730263,1763653,1797852,1832878,1868752,1905495,1943127,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Austria,177667,179838,182035,184259,186510,188789,191096,193431,195794,198186,200608,203059,205539,208051,210593,213166,215770,218406,221075,223776,226510,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Belgium,35507,35598,35689,35781,35872,35964,36056,36149,36241,36334,36427,36520,36614,36708,36802,36896,36990,37085,37180,37275,37371,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Bulgaria,27032,28401,29839,31349,32937,34604,36356,38196,40130,42162,44296,46539,48895,51370,53971,56704,59574,62590,65759,69088,72586,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Croatia,51846,51315,50790,50270,49755,49246,48741,48242,47748,47259,46776,46297,45823,45353,44889,44429,43975,43524,43079,42638,42201,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Cyprus,8252,8661,9091,9542,10015,10512,11033,11581,12155,12758,13391,14055,14753,15484,16253,17059,17905,18793,19726,20704,21731,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Czechia,36117,36214,36312,36409,36507,36606,36704,36803,36902,37001,37100,37200,37300,37400,37501,37602,37703,37804,37906,38008,38110,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Denmark,34692,34743,34793,34844,34896,34947,34998,35049,35101,35152,35204,35255,35307,35359,35410,35462,35514,35566,35619,35671,35723,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Estonia,8317,8275,8234,8193,8153,8112,8072,8032,7992,7952,7913,7873,7834,7795,7756,7718,7679,7641,7603,7566,7528,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Finland,55255,55556,55859,56163,56468,56776,57085,57396,57708,58022,58338,58656,58975,59296,59619,59944,60270,60598,60928,61260,61593,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,France,388949,389511,390074,390638,391203,391768,392335,392902,393470,394038,394608,395178,395750,396322,396895,397468,398043,398618,399194,399771,400349,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Germany,274408,273847,273286,272727,272169,271611,271055,270501,269947,269394,268843,268293,267743,267195,266648,266103,265558,265014,264472,263931,263390,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Greece,61901,60283,58707,57172,55677,54221,52804,51423,50079,48770,47495,46253,45044,43866,42719,41602,40515,39455,38424,37419,36441,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Hungary,137370,139217,141089,142986,144908,146856,148831,150832,152860,154915,156998,159109,161248,163416,165613,167839,170096,172383,174701,177049,179430,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Ireland,41133,40323,39529,38751,37988,37240,36507,35788,35083,34392,33715,33051,32400,31762,31137,30524,29923,29334,28756,28190,27635,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Italy,518898,513163,507491,501883,496336,490851,485426,480061,474755,469509,464320,459188,454113,449094,444131,439223,434368,429568,424820,420125,415482,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Latvia,30174,30323,30472,30622,30773,30925,31078,31231,31385,31539,31695,31851,32008,32166,32325,32484,32644,32805,32967,33129,33293,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Lithuania,41932,41896,41860,41824,41789,41753,41717,41681,41645,41609,41574,41538,41502,41467,41431,41395,41360,41324,41289,41253,41218,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Luxembourg,2358,2364,2371,2378,2385,2391,2398,2405,2412,2419,2426,2433,2440,2447,2453,2460,2468,2475,2482,2489,2496,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Malta,4068,3943,3821,3703,3589,3478,3371,3267,3166,3068,2973,2882,2793,2707,2623,2542,2464,2388,2314,2243,2173,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Poland,943987,950324,956702,963124,969589,976097,982649,989245,995885,1002569,1009299,1016074,1022894,1029760,1036672,1043630,1050635,1057688,1064787,1071934,1079129,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Portugal,78449,80870,83366,85939,88591,91326,94144,97050,100046,103133,106317,109598,112981,116468,120062,123768,127588,131526,135586,139770,144084,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Romania,140728,146305,152103,158131,164398,170913,177687,184729,192049,199660,207573,215799,224351,233243,242486,252096,262087,272473,283271,294498,306169,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Slovakia,15479,15424,15368,15313,15258,15203,15149,15094,15040,14986,14932,14878,14825,14772,14718,14666,14613,14560,14508,14456,14404,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Slovenia,51274,51144,51014,50884,50755,50626,50498,50370,50242,50114,49987,49860,49733,49607,49481,49356,49230,49105,48981,48856,48732,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Spain,244680,250621,256706,262939,269324,275863,282561,289422,296450,303648,311020,318572,326308,334231,342346,350658,359173,367894,376826,385976,395348,,
,4,Guidance and Controlled Traffic Farming (CTF) Technologies,1.1,Growing of non-perennial crops,1.1.2,Crop cultivation- vegetables ,Total,EU Europe,Units,Sweden,66597,66560,66522,66484,66446,66409,66371,66334,66296,66258,66221,66183,66146,66108,66071,66033,65996,65958,65921,65884,65846,,
